event_id,datetime_pht,lat,lon,depth_km,mag,location,bulletin
20211001T2217_10.48_125.31,2021-10-01T22:17:00+08:00,10.48,125.31,16.0,2.5,016 km N 54° E of Hinunangan (Southern Leyte),2021_Earthquake_Information/October/2021_1001_1417_B2.html
20211001T2332_13.83_120.53,2021-10-01T23:32:00+08:00,13.83,120.53,69.0,2.0,011 km S 86° W of Calatagan (Batangas),2021_Earthquake_Information/October/2021_1001_1532_B2F.html
20211002T0007_13.75_120.62,2021-10-02T00:07:00+08:00,13.75,120.62,127.0,3.1,009 km S 07° W of Calatagan (Batangas),2021_Earthquake_Information/October/2021_1001_1607_B2F.html
20211002T0035_16.74_120.04,2021-10-02T00:35:00+08:00,16.74,120.04,31.0,2.1,033 km N 66° W of City Of San Fernando (La Union),2021_Earthquake_Information/October/2021_1001_1635_B2.html
20211002T0104_9.04_126.11,2021-10-02T01:04:00+08:00,9.04,126.11,29.0,2.7,014 km N 82° W of Tago (Surigao Del Sur),2021_Earthquake_Information/October/2021_1001_1704_B2.html
20211002T0138_13.82_120.47,2021-10-02T01:38:00+08:00,13.82,120.47,73.0,2.7,017 km S 86° W of Calatagan (Batangas),2021_Earthquake_Information/October/2021_1001_1738_B2.html
20211002T0145_13.69_120.63,2021-10-02T01:45:00+08:00,13.69,120.63,109.0,1.7,016 km S 02° W of Calatagan (Batangas),2021_Earthquake_Information/October/2021_1001_1745_B2.html
20211002T0154_13.56_120.65,2021-10-02T01:54:00+08:00,13.56,120.65,5.0,2.1,015 km N 34° W of Abra De Ilog (Occidental Mindoro),2021_Earthquake_Information/October/2021_1001_1754_B2.html
20211002T0155_11.23_124.7,2021-10-02T01:55:00+08:00,11.23,124.7,32.0,2.5,009 km S 38° E of Capoocan (Leyte),2021_Earthquake_Information/October/2021_1001_1755_B2.html
20211002T0215_12.83_120.97,2021-10-02T02:15:00+08:00,12.83,120.97,27.0,1.8,020 km S 87° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1001_1815_B2_1_Occidental Mindoro.html
20211002T0215_12.89_120.8,2021-10-02T02:15:00+08:00,12.89,120.8,1.0,3.4,005 km N 29° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1001_1815_B2_2_Occidental Mindoro.html
20211002T0332_12.83_120.97,2021-10-02T03:32:00+08:00,12.83,120.97,26.0,1.9,021 km S 87° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1001_1932_B2.html
20211002T0358_6.21_126.71,2021-10-02T03:58:00+08:00,6.21,126.71,18.0,3.1,086 km S 55° E of Governor Generoso (Davao Oriental),2021_Earthquake_Information/October/2021_1001_1958_B2F.html
20211002T0430_8.15_126.03,2021-10-02T04:30:00+08:00,8.15,126.03,4.0,2.8,005 km S 48° E of Bunawan (Agusan Del Sur),2021_Earthquake_Information/October/2021_1001_2030_B2.html
20211002T0508_16.52_121.03,2021-10-02T05:08:00+08:00,16.52,121.03,4.0,2.4,002 km S 08° W of Ambaguio (Nueva Vizcaya),2021_Earthquake_Information/October/2021_1001_2108_B2.html
20211002T0509_13.83_120.57,2021-10-02T05:09:00+08:00,13.83,120.57,62.0,1.8,007 km S 88° W of Calatagan (Batangas),2021_Earthquake_Information/October/2021_1001_2109_B1.html
20211002T0608_12.77_121.03,2021-10-02T06:08:00+08:00,12.77,121.03,28.0,2.8,029 km S 73° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1001_2208_B2.html
20211002T0643_8.0_126.32,2021-10-02T06:43:00+08:00,8.0,126.32,4.0,2.4,011 km S 70° W of Lingig (Surigao Del Sur),2021_Earthquake_Information/October/2021_1001_2243_B2.html
20211002T0728_5.58_126.73,2021-10-02T07:28:00+08:00,5.58,126.73,24.0,3.8,125 km S 73° E of Jose Abad Santos (Davao Occidental),2021_Earthquake_Information/October/2021_1001_2328_B2F.html
20211002T0757_10.75_124.98,2021-10-02T07:57:00+08:00,10.75,124.98,9.0,2.7,006 km S 46° E of Javier (Leyte),2021_Earthquake_Information/October/2021_1001_2357_B2F.html
20211002T0821_16.89_120.04,2021-10-02T08:21:00+08:00,16.89,120.04,8.0,3.3,037 km N 83° W of Luna (La Union),2021_Earthquake_Information/October/2021_1002_0021_B2.html
20211002T0908_13.84_120.53,2021-10-02T09:08:00+08:00,13.84,120.53,64.0,2.2,011 km N 86° W of Calatagan (Batangas),2021_Earthquake_Information/October/2021_1002_0108_B2F.html
20211002T1248_13.84_120.46,2021-10-02T12:48:00+08:00,13.84,120.46,102.0,2.4,018 km N 88° W of Calatagan (Batangas),2021_Earthquake_Information/October/2021_1002_0448_B2.html
20211002T1354_13.57_120.53,2021-10-02T13:54:00+08:00,13.57,120.53,28.0,2.9,025 km N 57° W of Abra De Ilog (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_0554_B2F.html
20211002T1402_10.45_126.41,2021-10-02T14:02:00+08:00,10.45,126.41,28.0,2.2,060 km N 38° E of Burgos (Surigao Del Norte),2021_Earthquake_Information/October/2021_1002_0602_B2.html
20211002T1444_6.81_126.87,2021-10-02T14:44:00+08:00,6.81,126.87,119.0,3.5,053 km S 61° E of Tarragona (Davao Oriental),2021_Earthquake_Information/October/2021_1002_0644_B1.html
20211002T1607_9.78_122.24,2021-10-02T16:07:00+08:00,9.78,122.24,22.0,2.8,022 km N 88° W of City Of Sipalay (Negros Occidental),2021_Earthquake_Information/October/2021_1002_0807_B2F.html
20211002T1655_12.87_120.85,2021-10-02T16:55:00+08:00,12.87,120.85,7.0,4.3,008 km N 70° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_0855_B2F.html
20211002T1657_9.97_126.04,2021-10-02T16:57:00+08:00,9.97,126.04,33.0,2.8,006 km S 33° W of Burgos (Surigao Del Norte),2021_Earthquake_Information/October/2021_1002_0857_B1.html
20211002T1717_5.73_127.35,2021-10-02T17:17:00+08:00,5.73,127.35,75.0,2.7,174 km S 54° E of Governor Generoso (Davao Oriental),2021_Earthquake_Information/October/2021_1002_0917_B2.html
20211002T1749_7.74_126.44,2021-10-02T17:49:00+08:00,7.74,126.44,25.0,2.4,006 km S 14° W of Cateel (Davao Oriental),2021_Earthquake_Information/October/2021_1002_0949_B2.html
20211002T2030_7.73_124.42,2021-10-02T20:30:00+08:00,7.73,124.42,1.0,2.5,012 km S 86° E of Butig (Lanao Del Sur),2021_Earthquake_Information/October/2021_1002_1230_B2.html
20211002T2051_7.23_126.52,2021-10-02T20:51:00+08:00,7.23,126.52,23.0,2.7,003 km N 50° W of Manay (Davao Oriental),2021_Earthquake_Information/October/2021_1002_1251_B2.html
20211002T2054_7.25_122.22,2021-10-02T20:54:00+08:00,7.25,122.22,1.0,2.4,017 km S 75° E of Sibuco (Zamboanga Del Norte),2021_Earthquake_Information/October/2021_1002_1254_B2.html
20211002T2103_4.95_126.17,2021-10-02T21:03:00+08:00,4.95,126.17,20.0,3.1,098 km S 58° E of Sarangani (Davao Occidental),2021_Earthquake_Information/October/2021_1002_1303_B2.html
20211002T2107_8.26_122.5,2021-10-02T21:07:00+08:00,8.26,122.5,37.0,2.1,022 km N 06° W of Labason (Zamboanga Del Norte),2021_Earthquake_Information/October/2021_1002_1307_B2.html
20211002T2125_6.56_125.69,2021-10-02T21:25:00+08:00,6.56,125.69,153.0,2.1,019 km N 29° E of Malita (Davao Occidental),2021_Earthquake_Information/October/2021_1002_1325_B2.html
20211002T2211_13.84_120.51,2021-10-02T22:11:00+08:00,13.84,120.51,67.0,3.1,014 km N 85° W of Calatagan (Batangas),2021_Earthquake_Information/October/2021_1002_1411_B2.html
20211002T2228_7.75_125.32,2021-10-02T22:28:00+08:00,7.75,125.32,11.0,2.6,019 km S 04° W of San Fernando (Bukidnon),2021_Earthquake_Information/October/2021_1002_1428_B2.html
20211002T2303_7.89_126.13,2021-10-02T23:03:00+08:00,7.89,126.13,33.0,2.4,011 km N 52° E of Monkayo (Davao De Oro),2021_Earthquake_Information/October/2021_1002_1503_B2.html
20211002T2312_17.8_120.59,2021-10-02T23:12:00+08:00,17.8,120.59,1.0,2.4,018 km N 36° W of La Paz (Abra),2021_Earthquake_Information/October/2021_1002_1512_B2.html
20211003T0011_8.03_125.25,2021-10-03T00:11:00+08:00,8.03,125.25,7.0,2.6,015 km N 36° W of San Fernando (Bukidnon),2021_Earthquake_Information/October/2021_1002_1611_B2.html
20211003T0014_2.4_126.86,2021-10-03T00:14:00+08:00,2.4,126.86,44.0,4.2,369 km S 26° E of Sarangani (Davao Occidental),2021_Earthquake_Information/October/2021_1002_1614_B2.html
20211003T0024_13.83_120.5,2021-10-03T00:24:00+08:00,13.83,120.5,73.0,1.7,014 km S 87° W of Calatagan (Batangas),2021_Earthquake_Information/October/2021_1002_1624_B2F.html
20211003T0055_9.26_126.23,2021-10-03T00:55:00+08:00,9.26,126.23,29.0,2.0,004 km S 74° E of Cortes (Surigao Del Sur),2021_Earthquake_Information/October/2021_1002_1655_B2.html
20211003T0113_10.14_126.28,2021-10-03T01:13:00+08:00,10.14,126.28,29.0,1.9,026 km N 60° E of Burgos (Surigao Del Norte),2021_Earthquake_Information/October/2021_1002_1713_B2.html
20211003T0116_14.32_122.54,2021-10-03T01:16:00+08:00,14.32,122.54,50.0,2.0,005 km S 81° E of Capalonga (Camarines Norte),2021_Earthquake_Information/October/2021_1002_1716_B2.html
20211003T0206_9.31_125.29,2021-10-03T02:06:00+08:00,9.31,125.29,7.0,4.2,025 km S 82° W of Jabonga (Agusan Del Norte),2021_Earthquake_Information/October/2021_1002_1806_B3F.html
20211003T0219_15.07_122.06,2021-10-03T02:19:00+08:00,15.07,122.06,16.0,2.1,027 km N 20° E of Burdeos (Quezon),2021_Earthquake_Information/October/2021_1002_1819_B1.html
20211003T0232_9.23_125.3,2021-10-03T02:32:00+08:00,9.23,125.3,19.0,2.6,027 km S 62° W of Jabonga (Agusan Del Norte),2021_Earthquake_Information/October/2021_1002_1832_B2.html
20211003T0253_6.56_122.21,2021-10-03T02:53:00+08:00,6.56,122.21,32.0,2.7,013 km S 32° E of City Of Lamitan (Basilan),2021_Earthquake_Information/October/2021_1002_1853_B2.html
20211003T0301_13.71_120.98,2021-10-03T03:01:00+08:00,13.71,120.98,5.0,2.4,005 km S 45° E of Mabini (Batangas),2021_Earthquake_Information/October/2021_1002_1901_B2.html
20211003T0324_9.39_125.38,2021-10-03T03:24:00+08:00,9.39,125.38,1.0,2.5,016 km N 72° W of Jabonga (Agusan Del Norte),2021_Earthquake_Information/October/2021_1002_1924_B2.html
20211003T0346_9.28_125.37,2021-10-03T03:46:00+08:00,9.28,125.37,19.0,2.3,017 km S 64° W of Jabonga (Agusan Del Norte),2021_Earthquake_Information/October/2021_1002_1946_B2.html
20211003T0409_10.29_123.19,2021-10-03T04:09:00+08:00,10.29,123.19,9.0,2.6,011 km S 15° W of City Of Canlaon (Negros Oriental),2021_Earthquake_Information/October/2021_1002_2009_B2.html
20211003T0421_13.72_120.52,2021-10-03T04:21:00+08:00,13.72,120.52,110.0,2.3,017 km S 43° W of Calatagan (Batangas),2021_Earthquake_Information/October/2021_1002_2021_B2.html
20211003T0422_9.68_126.21,2021-10-03T04:22:00+08:00,9.68,126.21,28.0,1.9,013 km S 29° E of General Luna (Surigao Del Norte),2021_Earthquake_Information/October/2021_1002_2022_B2.html
20211003T0436_9.29_125.38,2021-10-03T04:36:00+08:00,9.29,125.38,22.0,2.6,016 km S 69° W of Jabonga (Agusan Del Norte),2021_Earthquake_Information/October/2021_1002_2036_B2.html
20211003T0455_12.87_120.83,2021-10-03T04:55:00+08:00,12.87,120.83,3.0,4.4,006 km N 61° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2055_B3F.html
20211003T0458_12.82_120.96,2021-10-03T04:58:00+08:00,12.82,120.96,24.0,2.3,020 km S 84° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2058_B2.html
20211003T0535_12.88_120.82,2021-10-03T05:35:00+08:00,12.88,120.82,3.0,2.8,006 km N 50° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2135_B2.html
20211003T0537_6.07_126.35,2021-10-03T05:37:00+08:00,6.07,126.35,113.0,2.7,071 km S 25° E of Governor Generoso (Davao Oriental),2021_Earthquake_Information/October/2021_1002_2137_B2.html
20211003T0541_12.89_120.79,2021-10-03T05:41:00+08:00,12.89,120.79,2.0,2.5,005 km N 07° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2141_B2.html
20211003T0542_12.88_120.8,2021-10-03T05:42:00+08:00,12.88,120.8,1.0,2.7,005 km N 25° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2142_B2.html
20211003T0543_12.9_120.8,2021-10-03T05:43:00+08:00,12.9,120.8,1.0,2.6,006 km N 22° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2143_B2.html
20211003T0559_12.84_120.86,2021-10-03T05:59:00+08:00,12.84,120.86,3.0,5.3,008 km S 88° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2159_B4F.html
20211003T0602_12.87_120.82,2021-10-03T06:02:00+08:00,12.87,120.82,5.0,2.7,005 km N 55° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2202_B2.html
20211003T0606_12.86_120.82,2021-10-03T06:06:00+08:00,12.86,120.82,1.0,1.9,005 km N 62° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2206_B2.html
20211003T0607_12.88_120.82,2021-10-03T06:07:00+08:00,12.88,120.82,1.0,1.6,006 km N 45° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2207_B2.html
20211003T0610_12.81_121.01,2021-10-03T06:10:00+08:00,12.81,121.01,27.0,1.6,025 km S 82° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2210_B2_Occidental_Mindoro_1.html
20211003T0610_12.85_121.0,2021-10-03T06:10:00+08:00,12.85,121.0,27.0,2.5,024 km N 88° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2210_B2_Occidental_Mindoro_2.html
20211003T0613_10.02_124.14,2021-10-03T06:13:00+08:00,10.02,124.14,23.0,2.3,012 km N 50° W of Danao (Bohol),2021_Earthquake_Information/October/2021_1002_2213_B2.html
20211003T0614_12.85_120.83,2021-10-03T06:14:00+08:00,12.85,120.83,20.0,2.5,006 km N 88° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2214_B2.html
20211003T0616_12.89_120.85,2021-10-03T06:16:00+08:00,12.89,120.85,1.0,2.4,009 km N 56° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2216_B2F.html
20211003T0628_12.82_120.97,2021-10-03T06:28:00+08:00,12.82,120.97,24.0,2.3,021 km S 83° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2228_B2F.html
20211003T0631_12.85_120.91,2021-10-03T06:31:00+08:00,12.85,120.91,26.0,2.0,015 km N 87° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2231_B2.html
20211003T0639_12.89_120.79,2021-10-03T06:39:00+08:00,12.89,120.79,3.0,3.0,006 km N 09° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2239_B2F.html
20211003T0641_12.87_120.82,2021-10-03T06:41:00+08:00,12.87,120.82,5.0,2.5,005 km N 59° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2241_B2F.html
20211003T0644_12.86_120.83,2021-10-03T06:44:00+08:00,12.86,120.83,5.0,2.6,006 km N 69° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2244_B2.html
20211003T0655_12.88_120.95,2021-10-03T06:55:00+08:00,12.88,120.95,20.0,1.9,019 km N 77° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2255_B2F.html
20211003T0706_12.86_120.97,2021-10-03T07:06:00+08:00,12.86,120.97,18.0,2.6,021 km N 85° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2306_B2F.html
20211003T0708_12.84_120.95,2021-10-03T07:08:00+08:00,12.84,120.95,24.0,2.2,019 km S 89° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2308_B2.html
20211003T0711_12.85_120.95,2021-10-03T07:11:00+08:00,12.85,120.95,27.0,1.9,019 km N 89° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2311_B2F.html
20211003T0713_12.88_120.86,2021-10-03T07:13:00+08:00,12.88,120.86,10.0,1.9,010 km N 65° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2313_B2.html
20211003T0714_12.88_120.96,2021-10-03T07:14:00+08:00,12.88,120.96,20.0,1.9,019 km N 79° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2314_B2_Occidental_Mindoro.html
20211003T0714_9.47_125.61,2021-10-03T07:14:00+08:00,9.47,125.61,7.0,2.4,004 km N 53° E of Kitcharao (Agusan Del Norte),2021_Earthquake_Information/October/2021_1002_2314_B2.html
20211003T0721_12.86_120.99,2021-10-03T07:21:00+08:00,12.86,120.99,24.0,1.8,023 km N 86° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2321_B2F.html
20211003T0730_12.83_120.92,2021-10-03T07:30:00+08:00,12.83,120.92,20.0,2.0,015 km S 86° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2330_B2.html
20211003T0733_12.86_120.83,2021-10-03T07:33:00+08:00,12.86,120.83,4.0,4.7,006 km N 75° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2333_B2F.html
20211003T0757_12.87_120.85,2021-10-03T07:57:00+08:00,12.87,120.85,4.0,2.4,008 km N 66° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1002_2357_B2F.html
20211003T0816_12.88_120.82,2021-10-03T08:16:00+08:00,12.88,120.82,6.0,2.0,006 km N 42° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1003_0016_B2F.html
20211003T0821_12.89_120.86,2021-10-03T08:21:00+08:00,12.89,120.86,1.0,2.7,011 km N 58° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1003_0021_B2.html
20211003T0832_12.89_120.77,2021-10-03T08:32:00+08:00,12.89,120.77,1.0,2.2,005 km N 07° W of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1003_0032_B2F.html
20211003T0845_13.94_120.4,2021-10-03T08:45:00+08:00,13.94,120.4,110.0,3.6,028 km N 65° W of Calatagan (Batangas),2021_Earthquake_Information/October/2021_1003_0045_B2F.html
20211003T0852_12.89_120.87,2021-10-03T08:52:00+08:00,12.89,120.87,2.0,2.4,011 km N 62° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1003_0052_B2.html
20211003T0906_12.88_120.83,2021-10-03T09:06:00+08:00,12.88,120.83,1.0,2.2,007 km N 57° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1003_0106_B2F.html
20211003T0917_8.1_126.03,2021-10-03T09:17:00+08:00,8.1,126.03,23.0,2.2,057 km S 13° E of Prosperidad (Agusan Del Sur),2021_Earthquake_Information/October/2021_1003_0117_B2.html
20211003T0926_9.55_126.3,2021-10-03T09:26:00+08:00,9.55,126.3,30.0,1.8,030 km S 31° E of General Luna (Surigao Del Norte),2021_Earthquake_Information/October/2021_1003_0126_B2.html
20211003T0956_12.82_120.94,2021-10-03T09:56:00+08:00,12.82,120.94,24.0,2.1,018 km S 82° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1003_0156_B2F.html
20211003T1013_12.74_121.14,2021-10-03T10:13:00+08:00,12.74,121.14,55.0,1.7,041 km S 74° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1003_0213_B2F.html
20211003T1020_12.84_120.92,2021-10-03T10:20:00+08:00,12.84,120.92,25.0,2.5,015 km S 87° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1003_0220_B2.html
20211003T1104_8.69_126.46,2021-10-03T11:04:00+08:00,8.69,126.46,30.0,2.2,022 km S 57° E of Marihatag (Surigao Del Sur),2021_Earthquake_Information/October/2021_1003_0304_B1.html
20211003T1114_12.82_120.95,2021-10-03T11:14:00+08:00,12.82,120.95,22.0,2.6,018 km S 83° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1003_0314_B2.html
20211003T1211_12.71_120.83,2021-10-03T12:11:00+08:00,12.71,120.83,6.0,2.4,016 km S 21° E of Sablayan (Occidental Mindoro),2021_Earthquake_Information/October/2021_1003_0411_B2.html
