event_id,datetime_pht,lat,lon,depth_km,mag,location,bulletin
20220202T0208_8.94_125.69,2022-02-02T02:08:00+08:00,8.94,125.69,10.0,2.5,013 km N 01° E of Sibagat (Agusan Del Sur),2022_Earthquake_Information/February/2022_0201_1808_B2.html
20220202T0405_13.51_121.52,2022-02-02T04:05:00+08:00,13.51,121.52,15.0,2.1,031 km N 49° E of Naujan (Oriental Mindoro),2022_Earthquake_Information/February/2022_0201_2005_B2.html
20220202T0409_18.43_120.68,2022-02-02T04:09:00+08:00,18.43,120.68,24.0,2.5,010 km S 21° E of Burgos (Ilocos Norte),2022_Earthquake_Information/February/2022_0201_2009_B2.html
20220202T0741_10.2_123.26,2022-02-02T07:41:00+08:00,10.2,123.26,25.0,2.1,009 km N 11° W of City Of Guihulngan (Negros Oriental),2022_Earthquake_Information/February/2022_0201_2341_B2.html
20220202T0747_8.94_125.81,2022-02-02T07:47:00+08:00,8.94,125.81,12.0,2.6,018 km N 44° E of Sibagat (Agusan Del Sur),2022_Earthquake_Information/February/2022_0201_2347_B2.html
20220202T0849_7.19_125.59,2022-02-02T08:49:00+08:00,7.19,125.59,23.0,2.5,014 km N 07° W of City Of Davao (Davao Del Sur),2022_Earthquake_Information/February/2022_0202_0049_B2.html
20220202T0943_8.84_124.26,2022-02-02T09:43:00+08:00,8.84,124.26,24.0,2.2,032 km N 18° W of Libertad (Misamis Oriental),2022_Earthquake_Information/February/2022_0202_0143_B2.html
20220202T1212_9.66_122.35,2022-02-02T12:12:00+08:00,9.66,122.35,57.0,2.7,016 km S 38° W of City Of Sipalay (Negros Occidental),2022_Earthquake_Information/February/2022_0202_0412_B2.html
20220202T1342_7.06_123.9,2022-02-02T13:42:00+08:00,7.06,123.9,30.0,1.8,012 km N 89° W of Datu Blah T. Sinsuat (Maguindanao),2022_Earthquake_Information/February/2022_0202_0542_B1.html
20220202T1346_12.28_124.59,2022-02-02T13:46:00+08:00,12.28,124.59,33.0,2.2,030 km S 67° E of San Isidro (Northern Samar),2022_Earthquake_Information/February/2022_0202_0546_B2.html
20220202T1417_15.67_119.98,2022-02-02T14:17:00+08:00,15.67,119.98,34.0,1.8,007 km N 47° E of Candelaria (Zambales),2022_Earthquake_Information/February/2022_0202_0617_B2.html
20220202T1458_16.38_122.13,2022-02-02T14:58:00+08:00,16.38,122.13,10.0,2.2,011 km N 01° E of Casiguran (Aurora),2022_Earthquake_Information/February/2022_0202_0658_B2.html
20220202T1950_4.8_125.75,2022-02-02T19:50:00+08:00,4.8,125.75,192.0,3.8,077 km S 28° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),2022_Earthquake_Information/February/2022_0202_1150_B2.html
20220202T2009_9.33_123.23,2022-02-02T20:09:00+08:00,9.33,123.23,3.0,2.7,006 km N 17° W of Valencia (Negros Oriental),2022_Earthquake_Information/February/2022_0202_1209_B2F.html
20220202T2010_9.27_123.16,2022-02-02T20:10:00+08:00,9.27,123.16,10.0,2.1,009 km S 79° W of Valencia (Negros Oriental),2022_Earthquake_Information/February/2022_0202_1210_B2_Negros_Oriental_1.html
20220202T2010_9.3_123.17,2022-02-02T20:10:00+08:00,9.3,123.17,5.0,2.0,009 km N 74° W of Valencia (Negros Oriental),2022_Earthquake_Information/February/2022_0202_1210_B2_Negros_Oriental_2.html
20220202T2108_8.73_126.18,2022-02-02T21:08:00+08:00,8.73,126.18,3.0,2.2,014 km N 42° E of Lianga (Surigao Del Sur),2022_Earthquake_Information/February/2022_0202_1308_B2.html
20220202T2227_16.52_120.2,2022-02-02T22:27:00+08:00,16.52,120.2,62.0,2.3,014 km S 85° W of Bauang (La Union),2022_Earthquake_Information/February/2022_0202_1427_B2.html
20220202T2232_6.91_126.0,2022-02-02T22:32:00+08:00,6.91,126.0,33.0,2.4,025 km S 79° W of City Of Mati (Davao Oriental),2022_Earthquake_Information/February/2022_0202_1432_B2.html
20220202T2247_13.74_120.44,2022-02-02T22:47:00+08:00,13.74,120.44,90.0,4.4,020 km N 83° E of Looc (Occidental Mindoro),2022_Earthquake_Information/February/2022_0202_1447_B3F.html
20220202T2249_9.79_126.47,2022-02-02T22:49:00+08:00,9.79,126.47,6.0,2.0,035 km N 88° E of General Luna (Surigao Del Norte),2022_Earthquake_Information/February/2022_0202_1449_B1.html
20220202T2347_15.68_121.19,2022-02-02T23:47:00+08:00,15.68,121.19,16.0,2.3,007 km N 42° E of Bongabon (Nueva Ecija),2022_Earthquake_Information/February/2022_0202_1547_B2.html
20220203T0116_6.82_127.09,2022-02-03T01:16:00+08:00,6.82,127.09,2.0,2.5,075 km S 54° E of Manay (Davao Oriental),2022_Earthquake_Information/February/2022_0202_1716_B2.html
20220203T0139_16.93_120.69,2022-02-03T01:39:00+08:00,16.93,120.69,115.0,2.0,008 km S 40° W of Cervantes (Ilocos Sur),2022_Earthquake_Information/February/2022_0202_1739_B2.html
20220203T0145_10.16_124.98,2022-02-03T01:45:00+08:00,10.16,124.98,28.0,1.6,002 km N 82° W of Malitbog (Southern Leyte),2022_Earthquake_Information/February/2022_0202_1745_B1.html
20220203T0153_16.36_120.5,2022-02-03T01:53:00+08:00,16.36,120.5,13.0,3.4,011 km S 60° W of City Of Baguio (Benguet),2022_Earthquake_Information/February/2022_0202_1753_B2F.html
20220203T0239_15.61_120.05,2022-02-03T02:39:00+08:00,15.61,120.05,20.0,1.7,013 km S 80° E of Candelaria (Zambales),2022_Earthquake_Information/February/2022_0202_1839_B1.html
20220203T0307_12.66_125.25,2022-02-03T03:07:00+08:00,12.66,125.25,12.0,2.5,020 km N 02° W of Mapanas (Northern Samar),2022_Earthquake_Information/February/2022_0202_1907_B2.html
20220203T0325_15.85_121.95,2022-02-03T03:25:00+08:00,15.85,121.95,8.0,2.0,033 km S 02° W of Dinalungan (Aurora),2022_Earthquake_Information/February/2022_0202_1925_B2.html
20220203T0614_10.36_125.24,2022-02-03T06:14:00+08:00,10.36,125.24,1.0,2.2,001 km N 71° W of Hinundayan (Southern Leyte),2022_Earthquake_Information/February/2022_0202_2214_B2.html
20220203T0815_16.42_122.21,2022-02-03T08:15:00+08:00,16.42,122.21,12.0,2.2,003 km Nort° 00 of Dilasag (Aurora),2022_Earthquake_Information/February/2022_0203_0015_B1_Aurora.html
20220203T0815_9.92_122.21,2022-02-03T08:15:00+08:00,9.92,122.21,19.0,2.8,029 km N 55° W of City Of Sipalay (Negros Occidental),2022_Earthquake_Information/February/2022_0203_0015_B2F_Negros_Occidental.html
20220203T1149_15.71_120.04,2022-02-03T11:49:00+08:00,15.71,120.04,16.0,3.5,015 km N 50° E of Candelaria (Zambales),2022_Earthquake_Information/February/2022_0203_0349_B2.html
20220203T1152_15.67_120.03,2022-02-03T11:52:00+08:00,15.67,120.03,39.0,1.5,012 km N 64° E of Candelaria (Zambales),2022_Earthquake_Information/February/2022_0203_0352_B2.html
20220203T1205_15.69_120.04,2022-02-03T12:05:00+08:00,15.69,120.04,34.0,1.6,014 km N 58° E of Candelaria (Zambales),2022_Earthquake_Information/February/2022_0203_0405_B1.html
20220203T1247_20.0_121.57,2022-02-03T12:47:00+08:00,20.0,121.57,55.0,4.6,065 km N 34° W of Babuyan Island (Calayan) (Cagayan),2022_Earthquake_Information/February/2022_0203_0447_B2F.html
20220203T1331_9.25_126.27,2022-02-03T13:31:00+08:00,9.25,126.27,26.0,2.0,009 km S 75° E of Cortes (Surigao Del Sur),2022_Earthquake_Information/February/2022_0203_0531_B2.html
20220203T1713_12.6_124.99,2022-02-03T17:13:00+08:00,12.6,124.99,14.0,2.9,004 km N 39° W of Laoang (Northern Samar),2022_Earthquake_Information/February/2022_0203_0913_B2.html
20220203T1827_7.19_122.02,2022-02-03T18:27:00+08:00,7.19,122.02,33.0,2.4,012 km S 22° W of Sibuco (Zamboanga Del Norte),2022_Earthquake_Information/February/2022_0203_1027_B2.html
20220203T1852_14.39_120.27,2022-02-03T18:52:00+08:00,14.39,120.27,80.0,2.3,024 km S 78° W of Mariveles (Bataan),2022_Earthquake_Information/February/2022_0203_1052_B2.html
20220203T2015_11.0_125.89,2022-02-03T20:15:00+08:00,11.0,125.89,3.0,2.5,019 km S 78° E of Guiuan (Eastern Samar),2022_Earthquake_Information/February/2022_0203_1215_B2.html
20220203T2057_8.71_125.68,2022-02-03T20:57:00+08:00,8.71,125.68,40.0,2.9,008 km S 84° W of City Of Bayugan (Agusan Del Sur),2022_Earthquake_Information/February/2022_0203_1257_B2.html
20220204T0044_17.42_120.82,2022-02-04T00:44:00+08:00,17.42,120.82,25.0,2.2,005 km N 06° W of Boliney (Abra),2022_Earthquake_Information/February/2022_0203_1644_B2.html
20220204T0133_4.71_125.79,2022-02-04T01:33:00+08:00,4.71,125.79,107.0,3.2,087 km S 28° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),2022_Earthquake_Information/February/2022_0203_1733_B1.html
20220204T0144_15.37_122.91,2022-02-04T01:44:00+08:00,15.37,122.91,32.0,2.1,097 km N 40° E of Jomalig (Quezon),2022_Earthquake_Information/February/2022_0203_1744_B2.html
20220204T0146_13.72_120.58,2022-02-04T01:46:00+08:00,13.72,120.58,112.0,2.0,014 km S 27° W of Calatagan (Batangas),2022_Earthquake_Information/February/2022_0203_1746_B2F.html
20220204T0216_7.6_124.83,2022-02-04T02:16:00+08:00,7.6,124.83,12.0,2.3,009 km S 88° W of Kadingilan (Bukidnon),2022_Earthquake_Information/February/2022_0203_1816_B1.html
20220204T0221_18.37_121.07,2022-02-04T02:21:00+08:00,18.37,121.07,40.0,1.7,013 km N 11° E of Calanasan (Apayao),2022_Earthquake_Information/February/2022_0203_1821_B1.html
20220204T0225_18.35_120.93,2022-02-04T02:25:00+08:00,18.35,120.93,70.0,1.9,012 km S 12° E of Adams (Ilocos Norte),2022_Earthquake_Information/February/2022_0203_1825_B2.html
20220204T0255_16.11_121.51,2022-02-04T02:55:00+08:00,16.11,121.51,33.0,1.6,017 km S 38° W of Nagtipunan (Quirino),2022_Earthquake_Information/February/2022_0203_1855_B1.html
20220204T0315_7.35_126.64,2022-02-04T03:15:00+08:00,7.35,126.64,47.0,2.7,008 km N 74° E of Caraga (Davao Oriental),2022_Earthquake_Information/February/2022_0203_1915_B2.html
20220204T0327_13.85_120.52,2022-02-04T03:27:00+08:00,13.85,120.52,70.0,2.1,013 km N 83° W of Calatagan (Batangas),2022_Earthquake_Information/February/2022_0203_1927_B2F.html
20220204T0330_6.11_126.14,2022-02-04T03:30:00+08:00,6.11,126.14,139.0,2.5,050 km S 78° E of Don Marcelino (Davao Occidental),2022_Earthquake_Information/February/2022_0203_1930_B2F.html
20220204T0415_18.09_120.51,2022-02-04T04:15:00+08:00,18.09,120.51,44.0,2.5,003 km N 13° W of Paoay (Ilocos Norte),2022_Earthquake_Information/February/2022_0203_2015_B2.html
20220204T0428_9.88_122.55,2022-02-04T04:28:00+08:00,9.88,122.55,20.0,2.7,011 km N 60° W of Candoni (Negros Occidental),2022_Earthquake_Information/February/2022_0203_2028_B2.html
20220204T0600_19.47_121.13,2022-02-04T06:00:00+08:00,19.47,121.13,15.0,3.3,043 km N 58° W of Calayan (Cagayan),2022_Earthquake_Information/February/2022_0203_2200_B2.html
20220204T0915_16.51_122.22,2022-02-04T09:15:00+08:00,16.51,122.22,28.0,1.7,005 km S 70° W of Dinapigue (Isabela),2022_Earthquake_Information/February/2022_0204_0115_B2.html
20220204T0938_5.2_124.06,2022-02-04T09:38:00+08:00,5.2,124.06,20.0,3.2,107 km S 35° W of Kiamba (Sarangani),2022_Earthquake_Information/February/2022_0204_0138_B2.html
20220204T0941_16.4_122.35,2022-02-04T09:41:00+08:00,16.4,122.35,17.0,2.1,014 km N 87° E of Dilasag (Aurora),2022_Earthquake_Information/February/2022_0204_0141_B1.html
20220204T0943_3.17_128.59,2022-02-04T09:43:00+08:00,3.17,128.59,284.0,4.9,430 km S 55° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),2022_Earthquake_Information/February/2022_0204_0143_B3.html
20220204T0947_7.27_124.13,2022-02-04T09:47:00+08:00,7.27,124.13,38.0,1.9,014 km N 52° W of City Of Cotabato (Maguindanao),2022_Earthquake_Information/February/2022_0204_0147_B1.html
20220204T1050_8.34_125.8,2022-02-04T10:50:00+08:00,8.34,125.8,68.0,2.1,012 km S 07° E of Talacogon (Agusan Del Sur),2022_Earthquake_Information/February/2022_0204_0250_B2.html
20220204T1312_9.5_122.22,2022-02-04T13:12:00+08:00,9.5,122.22,32.0,2.6,029 km S 66° W of Hinoba-an (Negros Occidental),2022_Earthquake_Information/February/2022_0204_0512_B2.html
20220204T1341_11.17_125.08,2022-02-04T13:41:00+08:00,11.17,125.08,179.0,2.7,010 km N 86° E of Palo (Leyte),2022_Earthquake_Information/February/2022_0204_0541_B2.html
20220204T1524_6.08_125.85,2022-02-04T15:24:00+08:00,6.08,125.85,128.0,3.3,029 km N 52° E of Jose Abad Santos (Davao Occidental),2022_Earthquake_Information/February/2022_0204_0724_B2.html
20220204T1730_14.74_123.7,2022-02-04T17:30:00+08:00,14.74,123.7,24.0,2.1,086 km N 70° E of Tinaga Island (Vinzons) (Camarines Norte),2022_Earthquake_Information/February/2022_0204_0930_B2.html
20220204T1929_4.93_124.69,2022-02-04T19:29:00+08:00,4.93,124.69,5.0,2.9,097 km S 57° W of Balut Island (Municipality Of Sarangani) (Davao Occidental),2022_Earthquake_Information/February/2022_0204_1129_B2.html
20220204T2044_20.69_122.75,2022-02-04T20:44:00+08:00,20.69,122.75,4.0,2.9,086 km N 72° E of Basco (Batanes),2022_Earthquake_Information/February/2022_0204_1244_B1.html
20220204T2129_7.94_127.15,2022-02-04T21:29:00+08:00,7.94,127.15,37.0,2.3,077 km N 58° E of Baganga (Davao Oriental),2022_Earthquake_Information/February/2022_0204_1329_B2.html
20220204T2321_9.57_126.29,2022-02-04T23:21:00+08:00,9.57,126.29,8.0,3.2,028 km S 32° E of General Luna (Surigao Del Norte),2022_Earthquake_Information/February/2022_0204_1521_B2.html
20220204T2330_16.43_122.05,2022-02-04T23:30:00+08:00,16.43,122.05,2.0,2.5,018 km N 76° W of Dilasag (Aurora),2022_Earthquake_Information/February/2022_0204_1530_B2.html
20220205T0105_9.02_126.15,2022-02-05T01:05:00+08:00,9.02,126.15,50.0,2.4,007 km S 18° W of City Of Tandag (Surigao Del Sur),2022_Earthquake_Information/February/2022_0204_1705_B2.html
20220205T0209_13.8_120.24,2022-02-05T02:09:00+08:00,13.8,120.24,74.0,1.6,009 km N 04° W of Looc (Occidental Mindoro),2022_Earthquake_Information/February/2022_0204_1809_B1.html
20220205T0217_13.71_120.62,2022-02-05T02:17:00+08:00,13.71,120.62,115.0,2.2,014 km S 05° W of Calatagan (Batangas),2022_Earthquake_Information/February/2022_0204_1817_B2.html
20220205T0400_11.36_123.78,2022-02-05T04:00:00+08:00,11.36,123.78,7.0,2.2,022 km N 19° E of Bantayan (Cebu),2022_Earthquake_Information/February/2022_0204_2000_B2.html
20220205T0627_5.42_127.1,2022-02-05T06:27:00+08:00,5.42,127.1,45.0,3.3,178 km S 40° E of Governor Generoso (Davao Oriental),2022_Earthquake_Information/February/2022_0204_2227_B2.html
20220205T1245_4.93_126.9,2022-02-05T12:45:00+08:00,4.93,126.9,60.0,4.1,169 km S 69° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),2022_Earthquake_Information/February/2022_0205_0445_B2.html
20220205T1530_20.21_121.96,2022-02-05T15:30:00+08:00,20.21,121.96,28.0,3.0,016 km S 34° E of Sabtang (Batanes),2022_Earthquake_Information/February/2022_0205_0730_B1.html
20220205T1729_13.88_120.23,2022-02-05T17:29:00+08:00,13.88,120.23,63.0,2.9,012 km N 78° E of Lubang (Occidental Mindoro),2022_Earthquake_Information/February/2022_0205_0929_B2.html
20220205T1735_8.78_125.68,2022-02-05T17:35:00+08:00,8.78,125.68,33.0,2.6,011 km N 43° W of City Of Bayugan (Agusan Del Sur),2022_Earthquake_Information/February/2022_0205_0935_B2.html
20220205T1916_16.37_122.16,2022-02-05T19:16:00+08:00,16.37,122.16,34.0,4.1,006 km S 66° W of Dilasag (Aurora),2022_Earthquake_Information/February/2022_0205_1116_B3F.html
20220206T0013_8.36_126.73,2022-02-06T00:13:00+08:00,8.36,126.73,1.0,2.9,044 km S 90° E of Hinatuan (Surigao Del Sur),2022_Earthquake_Information/February/2022_0205_1613_B2.html
20220206T0016_5.25_124.05,2022-02-06T00:16:00+08:00,5.25,124.05,17.0,2.7,102 km S 29° W of Maitum (Sarangani),2022_Earthquake_Information/February/2022_0205_1616_B2.html
20220206T0029_15.26_121.55,2022-02-06T00:29:00+08:00,15.26,121.55,23.0,2.6,022 km S 51° E of Dingalan (Aurora),2022_Earthquake_Information/February/2022_0205_1629_B2.html
20220206T0126_4.91_127.05,2022-02-06T01:26:00+08:00,4.91,127.05,43.0,3.6,185 km S 70° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),2022_Earthquake_Information/February/2022_0205_1726_B2.html
20220206T0142_6.25_126.38,2022-02-06T01:42:00+08:00,6.25,126.38,15.0,3.3,056 km S 38° E of Governor Generoso (Davao Oriental),2022_Earthquake_Information/February/2022_0205_1742_B2.html
20220206T0148_4.47_126.4,2022-02-06T01:48:00+08:00,4.47,126.4,97.0,3.7,150 km S 46° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),2022_Earthquake_Information/February/2022_0205_1748_B2.html
20220206T0303_9.02_126.45,2022-02-06T03:03:00+08:00,9.02,126.45,61.0,2.4,020 km N 73° E of Bayabas (Surigao Del Sur),2022_Earthquake_Information/February/2022_0205_1903_B2.html
20220206T0412_2.68_126.83,2022-02-06T04:12:00+08:00,2.68,126.83,47.0,4.2,340 km S 27° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),2022_Earthquake_Information/February/2022_0205_2012_B2.html
20220206T0816_10.01_122.62,2022-02-06T08:16:00+08:00,10.01,122.62,20.0,2.3,004 km N 03° W of Cauayan (Negros Occidental),2022_Earthquake_Information/February/2022_0206_0016_B2.html
20220206T0936_10.13_126.12,2022-02-06T09:36:00+08:00,10.13,126.12,48.0,2.3,014 km N 24° E of Burgos (Surigao Del Norte),2022_Earthquake_Information/February/2022_0206_0136_B2.html
20220206T1030_7.75_122.29,2022-02-06T10:30:00+08:00,7.75,122.29,21.0,1.6,018 km S 69° E of Baliguian (Zamboanga Del Norte),2022_Earthquake_Information/February/2022_0206_0230_B1.html
20220206T1159_11.29_125.42,2022-02-06T11:59:00+08:00,11.29,125.42,10.0,2.4,014 km N 69° W of General Macarthur (Eastern Samar),2022_Earthquake_Information/February/2022_0206_0359_B2.html
20220206T1208_15.4_118.66,2022-02-06T12:08:00+08:00,15.4,118.66,2.0,2.9,100 km N 74° E of Bajo De Masinloc (Masinloc) (Zambales),2022_Earthquake_Information/February/2022_0206_0408_B2F.html
20220206T1340_15.09_120.19,2022-02-06T13:40:00+08:00,15.09,120.19,33.0,2.9,013 km N 16° E of San Marcelino (Zambales),2022_Earthquake_Information/February/2022_0206_0540_B2.html
20220206T1424_16.6_120.13,2022-02-06T14:24:00+08:00,16.6,120.13,53.0,2.4,020 km S 85° W of City Of San Fernando (La Union),2022_Earthquake_Information/February/2022_0206_0624_B2.html
20220206T1640_15.56_120.02,2022-02-06T16:40:00+08:00,15.56,120.02,55.0,1.5,008 km N 68° E of Masinloc (Zambales),2022_Earthquake_Information/February/2022_0206_0840_B1.html
20220206T2114_8.0_121.96,2022-02-06T21:14:00+08:00,8.0,121.96,24.0,2.2,030 km N 44° W of Baliguian (Zamboanga Del Norte),2022_Earthquake_Information/February/2022_0206_1314_B2.html
20220206T2201_6.12_126.03,2022-02-06T22:01:00+08:00,6.12,126.03,30.0,3.9,038 km S 78° E of Don Marcelino (Davao Occidental),2022_Earthquake_Information/February/2022_0206_1401_B2.html
20220206T2346_14.13_120.44,2022-02-06T23:46:00+08:00,14.13,120.44,113.0,1.8,021 km N 74° W of Nasugbu (Batangas),2022_Earthquake_Information/February/2022_0206_1546_B2.html
20220206T2354_6.19_126.0,2022-02-06T23:54:00+08:00,6.19,126.0,20.0,3.3,034 km S 89° E of Don Marcelino (Davao Occidental),2022_Earthquake_Information/February/2022_0206_1554_B2.html
20220207T0009_11.01_124.69,2022-02-07T00:09:00+08:00,11.01,124.69,2.0,2.3,009 km S 89° E of Ormoc City (Leyte),2022_Earthquake_Information/February/2022_0206_1609_B2.html
20220207T0016_13.43_120.25,2022-02-07T00:16:00+08:00,13.43,120.25,10.0,2.2,023 km N 88° W of Paluan (Occidental Mindoro),2022_Earthquake_Information/February/2022_0206_1616_B2.html
20220207T0125_6.16_126.04,2022-02-07T01:25:00+08:00,6.16,126.04,30.0,2.9,038 km S 84° E of Don Marcelino (Davao Occidental),2022_Earthquake_Information/February/2022_0206_1725_B2.html
20220207T0141_10.3_122.03,2022-02-07T01:41:00+08:00,10.3,122.03,9.0,2.7,018 km S 39° E of Anini-y (Antique),2022_Earthquake_Information/February/2022_0206_1741_B2.html
20220207T0220_18.03_120.65,2022-02-07T02:20:00+08:00,18.03,120.65,64.0,2.6,003 km S 57° W of Marcos (Ilocos Norte),2022_Earthquake_Information/February/2022_0206_1820_B2.html
20220207T0440_15.59_120.05,2022-02-07T04:40:00+08:00,15.59,120.05,19.0,2.3,011 km N 55° E of Masinloc (Zambales),2022_Earthquake_Information/February/2022_0206_2040_B2.html
20220207T0547_10.68_126.24,2022-02-07T05:47:00+08:00,10.68,126.24,14.0,2.6,057 km S 83° E of Homonhon Island (Guiuan) (Eastern Samar),2022_Earthquake_Information/February/2022_0206_2147_B2.html
20220207T0913_18.12_120.6,2022-02-07T09:13:00+08:00,18.12,120.6,15.0,3.0,009 km S 06° E of City Of Laoag (Ilocos Norte),2022_Earthquake_Information/February/2022_0207_0113_B2F.html
20220207T1001_12.58_121.97,2022-02-07T10:01:00+08:00,12.58,121.97,8.0,2.5,008 km N 34° W of San Andres (Romblon),2022_Earthquake_Information/February/2022_0207_0201_B2.html
20220207T1339_16.67_119.61,2022-02-07T13:39:00+08:00,16.67,119.61,45.0,2.6,043 km N 43° W of Bolinao (Pangasinan),2022_Earthquake_Information/February/2022_0207_0539_B2.html
