event_id,datetime_pht,lat,lon,depth_km,mag,location,bulletin
20190702T0350_8.18_125.93,2019-07-02T03:50:00+08:00,8.18,125.93,23.0,2.1,008 km N 89° E of Loreto (Agusan Del Sur),2019_Earthquake_Information/July/2019_0701_1950_B2.html
20190702T0608_5.49_126.7,2019-07-02T06:08:00+08:00,5.49,126.7,2.0,2.8,146 km S 28° E of Governor Generoso (Davao Oriental),2019_Earthquake_Information/July/2019_0701_2208_B2.html
20190702T0626_6.19_126.65,2019-07-02T06:26:00+08:00,6.19,126.65,74.0,2.6,082 km S 52° E of Governor Generoso (Davao Oriental),2019_Earthquake_Information/July/2019_0701_2226_B2.html
20190702T0707_8.64_125.68,2019-07-02T07:07:00+08:00,8.64,125.68,48.0,2.1,012 km S 40° W of Bayugan City (Agusan Del Sur),2019_Earthquake_Information/July/2019_0701_2307_B2.html
20190702T0901_17.43_120.14,2019-07-02T09:01:00+08:00,17.43,120.14,18.0,2.1,028 km S 53° W of Santa Catalina (Ilocos Sur),2019_Earthquake_Information/July/2019_0702_0101_B2.html
20190702T0931_18.55_120.75,2019-07-02T09:31:00+08:00,18.55,120.75,29.0,2.1,007 km N 53° W of Dumalneg (Ilocos Norte),2019_Earthquake_Information/July/2019_0702_0131_B2.html
20190702T1108_7.55_125.93,2019-07-02T11:08:00+08:00,7.55,125.93,20.0,3.1,004 km N 20° E of Mawab (Compostela Valley),2019_Earthquake_Information/July/2019_0702_0308_B2.html
20190702T1151_13.73_120.91,2019-07-02T11:51:00+08:00,13.73,120.91,6.0,2.1,009 km N 26° E of Tingloy (Batangas),2019_Earthquake_Information/July/2019_0702_0351_B2.html
20190702T1414_9.89_126.39,2019-07-02T14:14:00+08:00,9.89,126.39,13.0,2.5,029 km N 65° E of General Luna (Surigao Del Norte),2019_Earthquake_Information/July/2019_0702_0614_B2.html
20190702T1457_19.21_120.95,2019-07-02T14:57:00+08:00,19.21,120.95,19.0,2.8,055 km S 81° W of Calayan (Cagayan),2019_Earthquake_Information/July/2019_0702_0657_B2.html
20190702T1605_10.21_125.71,2019-07-02T16:05:00+08:00,10.21,125.71,17.0,2.3,022 km S 42° E of Loreto (Dinagat),2019_Earthquake_Information/July/2019_0702_0805_B2.html
20190702T1716_9.63_125.91,2019-07-02T17:16:00+08:00,9.63,125.91,2.0,2.6,007 km N 83° W of Socorro (Surigao Del Norte),2019_Earthquake_Information/July/2019_0702_0916_B2.html
20190702T1837_10.07_126.64,2019-07-02T18:37:00+08:00,10.07,126.64,14.0,3.4,062 km N 85° E of Burgos (Surigao Del Norte),2019_Earthquake_Information/July/2019_0702_1037_B2.html
20190702T1855_8.4_125.86,2019-07-02T18:55:00+08:00,8.4,125.86,6.0,4.2,011 km N 29° E of La Paz (Agusan Del Sur),2019_Earthquake_Information/July/2019_0702_1055_B2F.html
20190702T1912_8.39_125.88,2019-07-02T19:12:00+08:00,8.39,125.88,8.0,2.1,013 km N 57° E of La Paz (Agusan Del Sur),2019_Earthquake_Information/July/2019_0702_1112_B2.html
20190702T1913_19.0_121.14,2019-07-02T19:13:00+08:00,19.0,121.14,31.0,2.0,044 km N 08° E of Claveria (Cagayan),2019_Earthquake_Information/July/2019_0702_1113_B2.html
20190702T1937_20.08_121.54,2019-07-02T19:37:00+08:00,20.08,121.54,18.0,2.1,045 km S 51° W of Sabtang (Batanes),2019_Earthquake_Information/July/2019_0702_1137_B2.html
20190702T1943_8.39_125.87,2019-07-02T19:43:00+08:00,8.39,125.87,6.0,3.9,011 km N 36° E of La Paz (Agusan Del Sur),2019_Earthquake_Information/July/2019_0702_1143_B3.html
20190702T1959_8.4_125.86,2019-07-02T19:59:00+08:00,8.4,125.86,9.0,2.4,011 km N 29° E of La Paz (Agusan Del Sur),2019_Earthquake_Information/July/2019_0702_1159_B2.html
20190702T2010_10.14_126.29,2019-07-02T20:10:00+08:00,10.14,126.29,17.0,2.7,027 km N 60° E of Burgos (Surigao Del Norte),2019_Earthquake_Information/July/2019_0702_1210_B2.html
20190702T2057_8.41_125.78,2019-07-02T20:57:00+08:00,8.41,125.78,23.0,1.8,004 km S 13° W of Talacogon (Agusan Del Sur),2019_Earthquake_Information/July/2019_0702_1257_B2.html
20190702T2218_10.27_125.2,2019-07-02T22:18:00+08:00,10.27,125.2,1.0,2.4,003 km N 86° E of Cabalian (San Juan) (Southern Leyte),2019_Earthquake_Information/July/2019_0702_1418_B2.html
20190702T2221_10.17_125.1,2019-07-02T22:21:00+08:00,10.17,125.1,2.0,3.1,002 km N 63° W of Liloan (Southern Leyte),2019_Earthquake_Information/July/2019_0702_1421_B2.html
20190702T2258_9.04_125.96,2019-07-02T22:58:00+08:00,9.04,125.96,107.0,2.9,013 km N 39° W of San Miguel (Surigao Del Sur),2019_Earthquake_Information/July/2019_0702_1458_B2.html
20190702T2310_8.24_125.93,2019-07-02T23:10:00+08:00,8.24,125.93,24.0,2.0,010 km N 37° W of Bunawan (Agusan Del Sur),2019_Earthquake_Information/July/2019_0702_1510_B2.html
20190702T2337_10.89_123.86,2019-07-02T23:37:00+08:00,10.89,123.86,31.0,2.0,008 km N 13° W of Tabuelan (Cebu),2019_Earthquake_Information/July/2019_0702_1537_B2.html
20190702T2355_5.58_126.27,2019-07-02T23:55:00+08:00,5.58,126.27,71.0,3.8,080 km S 62° E of Jose Abad Santos (Davao Occidental),2019_Earthquake_Information/July/2019_0702_1555_B2.html
20190703T0006_19.23_121.16,2019-07-03T00:06:00+08:00,19.23,121.16,28.0,2.0,033 km S 79° W of Calayan (Cagayan),2019_Earthquake_Information/July/2019_0702_1606_B2.html
20190703T0046_7.47_126.84,2019-07-03T00:46:00+08:00,7.47,126.84,115.0,2.6,033 km S 69° E of Baganga (Davao Oriental),2019_Earthquake_Information/July/2019_0702_1646_B2.html
20190703T0052_10.27_125.11,2019-07-03T00:52:00+08:00,10.27,125.11,10.0,2.8,007 km S 86° W of Cabalian (San Juan) (Southern Leyte),2019_Earthquake_Information/July/2019_0702_1652_B2.html
20190703T0233_7.63_126.57,2019-07-03T02:33:00+08:00,7.63,126.57,27.0,2.7,006 km N 11° E of Baganga (Davao Oriental),2019_Earthquake_Information/July/2019_0702_1833_B2.html
20190703T0556_8.44_125.78,2019-07-03T05:56:00+08:00,8.44,125.78,19.0,2.7,002 km S 24° W of Talacogon (Agusan Del Sur),2019_Earthquake_Information/July/2019_0702_2156_B2.html
20190703T0608_8.44_126.14,2019-07-03T06:08:00+08:00,8.44,126.14,85.0,2.0,003 km S 43° W of Tagbina (Surigao Del Sur),2019_Earthquake_Information/July/2019_0702_2208_B2.html
20190703T0618_8.9_122.46,2019-07-03T06:18:00+08:00,8.9,122.46,33.0,2.4,061 km S 19° W of Basay (Negros Oriental),2019_Earthquake_Information/July/2019_0702_2218_B2.html
20190703T0654_9.57_126.07,2019-07-03T06:54:00+08:00,9.57,126.07,48.0,2.6,013 km S 63° E of Socorro (Surigao Del Norte),2019_Earthquake_Information/July/2019_0702_2254_B2.html
20190703T0702_10.39_125.19,2019-07-03T07:02:00+08:00,10.39,125.19,1.0,2.9,001 km S 45° W of Hinunangan (Southern Leyte),2019_Earthquake_Information/July/2019_0702_2302_B2.html
20190703T0732_13.5_125.63,2019-07-03T07:32:00+08:00,13.5,125.63,40.0,3.3,119 km N 28° E of Palapag (Northern Samar),2019_Earthquake_Information/July/2019_0702_2332_B2.html
20190703T0952_15.05_120.32,2019-07-03T09:52:00+08:00,15.05,120.32,25.0,2.5,018 km N 44° E of Castillejos (Zambales),2019_Earthquake_Information/July/2019_0703_0152_B2.html
20190703T1008_15.05_120.24,2019-07-03T10:08:00+08:00,15.05,120.24,33.0,1.9,013 km N 17° E of Castillejos (Zambales),2019_Earthquake_Information/July/2019_0703_0208_B2.html
20190703T1141_15.05_120.25,2019-07-03T11:41:00+08:00,15.05,120.25,33.0,2.0,014 km N 25° E of Castillejos (Zambales),2019_Earthquake_Information/July/2019_0703_0341_B2.html
20190703T1301_8.5_126.56,2019-07-03T13:01:00+08:00,8.5,126.56,37.0,2.8,028 km N 59° E of Hinatuan (Surigao Del Sur),2019_Earthquake_Information/July/2019_0703_0501_B2.html
20190703T1800_6.87_126.3,2019-07-03T18:00:00+08:00,6.87,126.3,29.0,3.0,013 km S 46° E of Mati (Davao Oriental),2019_Earthquake_Information/July/2019_0703_1000_B2.html
20190703T2035_5.26_125.94,2019-07-03T20:35:00+08:00,5.26,125.94,47.0,2.9,056 km S 69° E of Sarangani (Davao Occidental),2019_Earthquake_Information/July/2019_0703_1235_B2.html
20190703T2142_8.3_125.85,2019-07-03T21:42:00+08:00,8.3,125.85,32.0,1.7,004 km S 69° E of La Paz (Agusan Del Sur),2019_Earthquake_Information/July/2019_0703_1342_B2.html
20190703T2147_6.21_126.65,2019-07-03T21:47:00+08:00,6.21,126.65,28.0,2.7,080 km S 53° E of Governor Generoso (Davao Oriental),2019_Earthquake_Information/July/2019_0703_1347_B2.html
20190703T2257_6.62_124.18,2019-07-03T22:57:00+08:00,6.62,124.18,4.0,3.0,014 km S 75° E of Lebak (Sultan Kudarat),2019_Earthquake_Information/July/2019_0703_1457_B2.html
20190703T2321_18.65_120.82,2019-07-03T23:21:00+08:00,18.65,120.82,14.0,3.2,008 km N 18° E of Pagudpud (Ilocos Norte),2019_Earthquake_Information/July/2019_0703_1521_B2F.html
20190703T2336_6.41_126.43,2019-07-03T23:36:00+08:00,6.41,126.43,42.0,2.3,048 km S 57° E of Governor Generoso (Davao Oriental),2019_Earthquake_Information/July/2019_0703_1536_B2.html
20190703T2341_14.96_119.25,2019-07-03T23:41:00+08:00,14.96,119.25,1.0,2.0,088 km S 62° W of Iba (Zambales),2019_Earthquake_Information/July/2019_0703_1541_B2.html
20190704T0139_17.55_122.27,2019-07-04T01:39:00+08:00,17.55,122.27,29.0,3.0,018 km N 08° E of Maconacon (Isabela),2019_Earthquake_Information/July/2019_0703_1739_B2.html
20190704T0215_11.0_123.16,2019-07-04T02:15:00+08:00,11.0,123.16,18.0,2.0,017 km N 76° W of Cadiz City (Negros Occidental),2019_Earthquake_Information/July/2019_0703_1815_B2.html
20190704T0258_15.49_121.48,2019-07-04T02:58:00+08:00,15.49,121.48,4.0,3.0,014 km N 48° E of Dingalan (Aurora),2019_Earthquake_Information/July/2019_0703_1858_B2.html
20190704T0618_7.56_122.1,2019-07-04T06:18:00+08:00,7.56,122.1,14.0,1.9,006 km S 63° W of Sirawai (Zamboanga Del Norte),2019_Earthquake_Information/July/2019_0703_2218_B2.html
20190704T0925_5.59_126.15,2019-07-04T09:25:00+08:00,5.59,126.15,113.0,3.2,068 km S 61° E of Jose Abad Santos (Davao Occidental),2019_Earthquake_Information/July/2019_0704_0125_B2.html
20190704T0959_9.72_122.56,2019-07-04T09:59:00+08:00,9.72,122.56,26.0,1.9,010 km S 22° W of Candoni (Negros Occidental),2019_Earthquake_Information/July/2019_0704_0159_B2.html
20190704T1037_8.09_127.52,2019-07-04T10:37:00+08:00,8.09,127.52,31.0,3.3,120 km N 62° E of Baganga (Davao Oriental),2019_Earthquake_Information/July/2019_0704_0237_B1.html
20190704T1101_13.79_120.48,2019-07-04T11:01:00+08:00,13.79,120.48,126.0,2.7,018 km S 73° W of Calatagan (Batangas),2019_Earthquake_Information/July/2019_0704_0301_B2.html
20190704T1325_5.03_125.39,2019-07-04T13:25:00+08:00,5.03,125.39,108.0,3.2,045 km S 11° W of Sarangani (Davao Occidental),2019_Earthquake_Information/July/2019_0704_0525_B2.html
20190704T1412_13.68_120.23,2019-07-04T14:12:00+08:00,13.68,120.23,9.0,2.2,005 km S 28° W of Looc (Occidental Mindoro),2019_Earthquake_Information/July/2019_0704_0612_B2.html
20190704T1412_9.93_124.3,2019-07-04T14:12:00+08:00,9.93,124.3,31.0,1.9,005 km N 33° E of Dagohoy (Bohol),2019_Earthquake_Information/July/2019_0704_0612_B2_Bohol.html
20190704T1454_11.28_125.65,2019-07-04T14:54:00+08:00,11.28,125.65,32.0,2.9,006 km S 30° E of Hernani (Eastern Samar),2019_Earthquake_Information/July/2019_0704_0654_B2F.html
20190704T1501_2.49_126.77,2019-07-04T15:01:00+08:00,2.49,126.77,33.0,3.8,356 km S 24° E of Sarangani (Davao Occidental),2019_Earthquake_Information/July/2019_0704_0701_B2.html
20190704T1621_5.22_127.66,2019-07-04T16:21:00+08:00,5.22,127.66,30.0,3.0,239 km S 72° E of Jose Abad Santos (Davao Occidental),2019_Earthquake_Information/July/2019_0704_0821_B2.html
20190704T1645_13.7_120.29,2019-07-04T16:45:00+08:00,13.7,120.29,3.0,2.7,005 km S 57° E of Looc (Occidental Mindoro),2019_Earthquake_Information/July/2019_0704_0845_B2.html
20190704T1817_14.91_120.29,2019-07-04T18:17:00+08:00,14.91,120.29,32.0,1.9,010 km S 77° E of Castillejos (Zambales),2019_Earthquake_Information/July/2019_0704_1017_B1.html
20190704T1852_11.74_125.34,2019-07-04T18:52:00+08:00,11.74,125.34,20.0,2.9,012 km S 84° W of San Julian (Eastern Samar),2019_Earthquake_Information/July/2019_0704_1052_B2F.html
20190704T1942_5.62_127.19,2019-07-04T19:42:00+08:00,5.62,127.19,65.0,2.3,168 km S 47° E of Governor Generoso (Davao Oriental),2019_Earthquake_Information/July/2019_0704_1142_B2.html
20190704T2021_13.93_120.59,2019-07-04T20:21:00+08:00,13.93,120.59,182.0,2.6,012 km N 21° W of Calatagan (Batangas),2019_Earthquake_Information/July/2019_0704_1221_B2.html
20190704T2037_19.11_121.84,2019-07-04T20:37:00+08:00,19.11,121.84,30.0,3.3,043 km S 65° E of Calayan (Cagayan),2019_Earthquake_Information/July/2019_0704_1237_B2.html
20190704T2039_13.64_121.69,2019-07-04T20:39:00+08:00,13.64,121.69,1.0,3.0,026 km N 37° W of Boac (Marinduque),2019_Earthquake_Information/July/2019_0704_1239_B2.html
20190704T2109_17.76_120.22,2019-07-04T21:09:00+08:00,17.76,120.22,39.0,1.8,024 km N 40° W of San Vicente (Ilocos Sur),2019_Earthquake_Information/July/2019_0704_1309_B2.html
20190704T2202_12.19_120.76,2019-07-04T22:02:00+08:00,12.19,120.76,33.0,3.2,037 km S 38° W of Rizal (Occidental Mindoro),2019_Earthquake_Information/July/2019_0704_1402_B2F.html
20190704T2228_11.22_124.4,2019-07-04T22:28:00+08:00,11.22,124.4,6.0,2.4,002 km N 40° E of Villaba (Leyte),2019_Earthquake_Information/July/2019_0704_1428_B2.html
20190705T0021_5.54_127.33,2019-07-05T00:21:00+08:00,5.54,127.33,92.0,3.4,185 km S 48° E of Governor Generoso (Davao Oriental),2019_Earthquake_Information/July/2019_0704_1621_B2.html
20190705T0026_11.19_124.63,2019-07-05T00:26:00+08:00,11.19,124.63,7.0,1.9,007 km N 83° E of Kananga (Leyte),2019_Earthquake_Information/July/2019_0704_1626_B2.html
20190705T0148_9.35_121.49,2019-07-05T01:48:00+08:00,9.35,121.49,25.0,3.1,111 km S 66° W of Sipalay (Negros Occidental),2019_Earthquake_Information/July/2019_0704_1748_B2.html
20190705T0230_9.88_126.29,2019-07-05T02:30:00+08:00,9.88,126.29,13.0,2.7,018 km N 54° E of General Luna (Surigao Del Norte),2019_Earthquake_Information/July/2019_0704_1830_B2.html
20190705T0305_13.7_120.5,2019-07-05T03:05:00+08:00,13.7,120.5,97.0,3.5,020 km S 45° W of Calatagan (Batangas),2019_Earthquake_Information/July/2019_0704_1905_B2.html
20190705T0328_16.15_122.47,2019-07-05T03:28:00+08:00,16.15,122.47,1.0,2.2,039 km S 45° E of Dilasag (Aurora),2019_Earthquake_Information/July/2019_0704_1928_B2.html
20190705T0329_5.38_126.85,2019-07-05T03:29:00+08:00,5.38,126.85,41.0,3.3,148 km S 68° E of Jose Abad Santos (Davao Occidental),2019_Earthquake_Information/July/2019_0704_1929_B2.html
20190705T0349_9.09_126.78,2019-07-05T03:49:00+08:00,9.09,126.78,9.0,3.6,056 km N 70° E of Cagwait (Surigao Del Sur),2019_Earthquake_Information/July/2019_0704_1949_B2.html
20190705T0634_9.0_126.58,2019-07-05T06:34:00+08:00,9.0,126.58,17.0,2.8,032 km N 74° E of Cagwait (Surigao Del Sur),2019_Earthquake_Information/July/2019_0704_2234_B2.html
20190705T0701_18.7_120.72,2019-07-05T07:01:00+08:00,18.7,120.72,26.0,1.9,015 km N 29° W of Pagudpud (Ilocos Norte),2019_Earthquake_Information/July/2019_0704_2301_B2.html
20190705T1208_20.81_121.01,2019-07-05T12:08:00+08:00,20.81,121.01,102.0,2.3,087 km N 89° W of Itbayat (Batanes),2019_Earthquake_Information/July/2019_0705_0408_B2.html
20190705T1954_9.89_126.73,2019-07-05T19:54:00+08:00,9.89,126.73,4.0,2.2,064 km N 79° E of General Luna (Surigao Del Norte),2019_Earthquake_Information/July/2019_0705_1154_B2.html
20190705T2034_9.12_126.89,2019-07-05T20:34:00+08:00,9.12,126.89,4.0,2.4,069 km N 72° E of Cagwait (Surigao Del Sur),2019_Earthquake_Information/July/2019_0705_1234_B2.html
20190705T2112_9.67_122.3,2019-07-05T21:12:00+08:00,9.67,122.3,13.0,2.8,015 km S 51° W of Sipalay (Negros Occidental),2019_Earthquake_Information/July/2019_0705_1312_B2.html
20190705T2245_6.82_125.34,2019-07-05T22:45:00+08:00,6.82,125.34,12.0,2.5,015 km N 76° E of Bansalan (Davao Del Sur),2019_Earthquake_Information/July/2019_0705_1445_B2.html
20190705T2335_10.5_125.4,2019-07-05T23:35:00+08:00,10.5,125.4,30.0,2.6,022 km N 45° E of Hinundayan (Southern Leyte),2019_Earthquake_Information/July/2019_0705_1535_B2.html
20190706T0006_11.03_121.81,2019-07-06T00:06:00+08:00,11.03,121.81,7.0,2.3,024 km N 57° W of Patnongon (Antique),2019_Earthquake_Information/July/2019_0705_1606_B2.html
20190706T0103_9.09_126.79,2019-07-06T01:03:00+08:00,9.09,126.79,18.0,2.6,057 km N 76° E of Bayabas (Surigao Del Sur),2019_Earthquake_Information/July/2019_0705_1703_B2.html
20190706T0112_11.57_126.03,2019-07-06T01:12:00+08:00,11.57,126.03,91.0,2.4,068 km N 29° E of Guiuan (Eastern Samar),2019_Earthquake_Information/July/2019_0705_1712_B2.html
20190706T0142_10.13_125.08,2019-07-06T01:42:00+08:00,10.13,125.08,22.0,1.7,019 km S 09° E of Libagon (Southern Leyte),2019_Earthquake_Information/July/2019_0705_1742_B2.html
20190706T0147_8.89_125.7,2019-07-06T01:47:00+08:00,8.89,125.7,10.0,2.5,008 km N 07° W of Sibagat (Agusan Del Sur),2019_Earthquake_Information/July/2019_0705_1747_B2.html
20190706T0800_13.89_119.96,2019-07-06T08:00:00+08:00,13.89,119.96,33.0,2.1,018 km N 79° W of Lubang (Occidental Mindoro),2019_Earthquake_Information/July/2019_0706_0000_B1.html
20190706T1342_10.25_121.51,2019-07-06T13:42:00+08:00,10.25,121.51,2.0,2.7,050 km S 67° W of Anini-y (Antique),2019_Earthquake_Information/July/2019_0706_0542_B2.html
20190706T1445_13.25_121.5,2019-07-06T14:45:00+08:00,13.25,121.5,30.0,1.9,013 km N 30° E of Pola (Oriental Mindoro),2019_Earthquake_Information/July/2019_0706_0645_B2.html
20190706T1519_8.54_126.88,2019-07-06T15:19:00+08:00,8.54,126.88,34.0,1.9,063 km N 73° E of Hinatuan (Surigao Del Sur),2019_Earthquake_Information/July/2019_0706_0719_B2.html
20190706T1657_8.85_125.67,2019-07-06T16:57:00+08:00,8.85,125.67,3.0,2.7,010 km N 45° E of Las Nieves (Agusan Del Norte),2019_Earthquake_Information/July/2019_0706_0857_B2.html
20190706T1847_10.47_125.09,2019-07-06T18:47:00+08:00,10.47,125.09,1.0,3.4,014 km N 56° W of Hinunangan (Southern Leyte),2019_Earthquake_Information/July/2019_0706_1047_B2.html
20190706T2057_6.67_126.74,2019-07-06T20:57:00+08:00,6.67,126.74,119.0,2.5,053 km S 38° E of Tarragona (Davao Oriental),2019_Earthquake_Information/July/2019_0706_1257_B2.html
20190706T2305_13.16_124.77,2019-07-06T23:05:00+08:00,13.16,124.77,22.0,2.1,064 km N 80° E of Prieto Diaz (Sorsogon),2019_Earthquake_Information/July/2019_0706_1505_B2.html
20190706T2339_12.61_121.21,2019-07-06T23:39:00+08:00,12.61,121.21,19.0,2.4,031 km N 57° E of Rizal (Occidental Mindoro),2019_Earthquake_Information/July/2019_0706_1539_B2.html
20190706T2340_6.25_126.53,2019-07-06T23:40:00+08:00,6.25,126.53,96.0,2.1,067 km S 49° E of Governor Generoso (Davao Oriental),2019_Earthquake_Information/July/2019_0706_1540_B2.html
20190707T0001_8.94_127.23,2019-07-07T00:01:00+08:00,8.94,127.23,1.0,3.4,102 km N 89° E of Cagwait (Surigao Del Sur),2019_Earthquake_Information/July/2019_0706_1601_B2.html
20190707T0041_8.91_124.05,2019-07-07T00:41:00+08:00,8.91,124.05,11.0,2.3,049 km N 49° E of Plaridel (Misamis Occidental),2019_Earthquake_Information/July/2019_0706_1641_B2.html
20190707T0128_8.52_126.87,2019-07-07T01:28:00+08:00,8.52,126.87,33.0,2.4,061 km N 75° E of Hinatuan (Surigao Del Sur),2019_Earthquake_Information/July/2019_0706_1728_B2.html
20190707T0135_12.86_123.61,2019-07-07T01:35:00+08:00,12.86,123.61,14.0,3.1,011 km S 46° W of Pilar (Sorsogon),2019_Earthquake_Information/July/2019_0706_1735_B2.html
20190707T0158_9.53_124.96,2019-07-07T01:58:00+08:00,9.53,124.96,4.0,2.4,044 km S 16° W of Limasawa (Southern Leyte),2019_Earthquake_Information/July/2019_0706_1758_B2.html
20190707T0202_18.86_120.64,2019-07-07T02:02:00+08:00,18.86,120.64,6.0,3.3,035 km N 27° W of Pagudpud (Ilocos Norte),2019_Earthquake_Information/July/2019_0706_1802_B2.html
20190707T0334_5.3_124.83,2019-07-07T03:34:00+08:00,5.3,124.83,29.0,2.6,065 km S 18° W of Maasim (Sarangani),2019_Earthquake_Information/July/2019_0706_1934_B2.html
20190707T0335_9.65_126.24,2019-07-07T03:35:00+08:00,9.65,126.24,31.0,1.9,017 km S 33° E of General Luna (Surigao Del Norte),2019_Earthquake_Information/July/2019_0706_1935_B2.html
20190707T0359_10.09_126.4,2019-07-07T03:59:00+08:00,10.09,126.4,14.0,2.2,037 km N 78° E of Burgos (Surigao Del Norte),2019_Earthquake_Information/July/2019_0706_1959_B2.html
20190707T0406_10.47_125.21,2019-07-07T04:06:00+08:00,10.47,125.21,7.0,2.5,008 km S 38° E of Silago (Southern Leyte),2019_Earthquake_Information/July/2019_0706_2006_B2.html
20190707T0451_15.65_121.06,2019-07-07T04:51:00+08:00,15.65,121.06,24.0,2.1,005 km S 73° E of Llanera (Nueva Ecija),2019_Earthquake_Information/July/2019_0706_2051_B2.html
